用户编码,姓名,经历序号,起始时间（YYYY-MM-DD）,终止时间（（YYYY-MM-DD））,是否全国性组织,是否中央派出,一级关键词编码,地方一级关键词,二级关键词编码,地方二级关键词,地区级别,录入信息备注,地方三级关键词,基本大类别,职务一级关键词编码,职务一级关键词,录入信息备注,职务二级关键词,职务三级关键词,具体职务,级别,标志位,学历,序号
351,董经纬,17,11/1/2008,3/1/2013,否,否,130000,河北省,,,,,,党委,1363,农村工作部,,,,部长,正厅,无,硕士,17
351,董经纬,18,11/1/2008,3/1/2013,否,否,130000,河北省,,,,,,党委,1339,农村工作领导小组（党委）,,,,副组长,正厅,无,硕士,18
351,董经纬,19,3/1/2013,7/1/2015,否,否,130000,河北省,,,,,,党委,1755,河北省委第三督导组,,,,组长,正厅,无,硕士,19
352,柳宝全,1,9/1/1965,8/1/1970,是,否,130000,河北省,,,,,,学校,80150,河北农业大学,,农学系,土壤农业化学专业,学生,无级别,学校,本科,1
352,柳宝全,2,8/1/1970,11/1/1971,否,否,130000,河北省,130300,秦皇岛市,地级市（区）,,抚宁县,基层组织,3644,永宁寨村,,,,锻炼,无级别,无,本科,2
352,柳宝全,3,11/1/1971,8/1/1975,否,否,130000,河北省,130300,秦皇岛市,地级市（区）,,抚宁县,党委,1301,党委办公厅 /室,,,,干事,小于副处,秘书,本科,3
352,柳宝全,4,11/1/1971,8/1/1975,否,否,130000,河北省,130300,秦皇岛市,地级市（区）,,抚宁县,共青团,4600,共青团委,,,,常委,小于副处,无,本科,4
352,柳宝全,5,11/1/1971,8/1/1975,否,否,130000,河北省,130300,秦皇岛市,地级市（区）,,抚宁县,党委,1429,政治部,,,,干事,小于副处,无,本科,5
352,柳宝全,6,11/1/1971,8/1/1975,否,否,130000,河北省,130300,秦皇岛市,地级市（区）,,抚宁县,政府_国务院,2932,农林部/厅/局,,,,干事,小于副处,无,本科,6
352,柳宝全,7,8/1/1975,2/1/1984,否,否,130000,河北省,130200,唐山市,地级市（区）,,,党委,1301,党委办公厅 /室,,,,干事,小于副处,秘书,本科,7
352,柳宝全,8,8/1/1975,2/1/1984,否,否,130000,河北省,130200,唐山市,地级市（区）,,,党委,1302,组织部 （党委）,,,,干事,小于副处,无,本科,8
352,柳宝全,9,2/1/1984,1/1/1986,否,否,130000,河北省,130200,唐山市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副秘书长,副处,秘书,本科,9
352,柳宝全,10,2/1/1984,1/1/1986,否,否,130000,河北省,130200,唐山市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,秘书长,正处,秘书,本科,10
352,柳宝全,11,1/1/1986,11/1/1990,否,否,130000,河北省,130200,唐山市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,秘书长,副厅,市常委（其他）,本科,11
352,柳宝全,12,1/1/1986,11/1/1990,否,否,130000,河北省,130200,唐山市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,常委,副厅,市常委（其他）,本科,12
352,柳宝全,13,11/1/1990,6/1/1993,否,否,130000,河北省,130200,唐山市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,本科,13
352,柳宝全,14,9/1/1991,7/1/1992,是,否,840000,中央,,,,,,学校,80001,中央党校,,中青年干部培训班,,学员,副厅,学校,本科,14
352,柳宝全,15,6/1/1993,9/1/1993,否,否,130000,河北省,130800,承德市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,本科,15
352,柳宝全,16,9/1/1993,11/1/1994,否,否,130000,河北省,130800,承德市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,本科,16
352,柳宝全,17,11/1/1994,3/1/1999,否,否,130000,河北省,130800,承德市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,17
352,柳宝全,18,3/1/1999,12/1/2000,否,否,130000,河北省,,,,,,党委,1363,农村工作部,,,,部长,正厅,无,本科,18
352,柳宝全,19,12/1/2000,1/1/2003,否,否,130000,河北省,130500,邢台市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,本科,19
352,柳宝全,20,1/1/2003,1/1/2007,否,否,130000,河北省,,,,,,政府_国务院,2600,政府/国务院（综合）,,,,副省长,副部,副省长（非常委）,本科,20
352,柳宝全,21,8/1/2003,4/1/2008,否,否,130000,河北省,,,,,,行业协会_人民团体,6625,残疾人联合会,,,,主席,副部,副省长（非常委）,本科,21
352,柳宝全,22,4/1/2008,3/1/2013,否,否,130000,河北省,,,,,,人大,1000,人大常委会,,,,副主任,副部,无,本科,22
353,王爱民,1,1/1/1975,3/1/1978,是,否,130000,河北省,130500,邢台市,地级市（区）,,南和县,学校,80170,南和一中,,校办工厂,,工作,无级别,学校,高中,1
353,王爱民,2,3/1/1978,7/1/1982,是,否,130000,河北省,,,,,,学校,80148,河北机电学院,,自动化系,电机专业,学生,无级别,学校,本科,2
353,王爱民,3,7/1/1982,7/1/1987,否,否,130000,河北省,130100,石家庄市,地级市（区）,,,地方企业,5757,石家庄煤矿机械厂,,,,助理工程师,小于副处,无,本科,3
353,王爱民,4,7/1/1987,8/1/1992,否,否,130000,河北省,,,,,,政府_国务院,2603,发展改革/计划委员会,,工业处,,主任科员,小于副处,无,本科,4
353,王爱民,5,7/1/1987,8/1/1992,否,否,130000,河北省,,,,,,政府_国务院,2603,发展改革/计划委员会,,工业处,,副主任科员,小于副处,无,本科,5
353,王爱民,6,7/1/1987,8/1/1992,否,否,130000,河北省,,,,,,政府_国务院,2603,发展改革/计划委员会,,工业处,,干事,小于副处,无,本科,6
353,王爱民,7,7/1/1992,10/1/1996,否,否,130000,河北省,,,,,,政府_国务院,2603,发展改革/计划委员会,,长期规划处,,副处长,副处,无,本科,7
353,王爱民,8,10/1/1996,11/1/1998,否,否,130000,河北省,,,,,,政府_国务院,2627,机械工业（第一机械）部 /厅/局,,,,副厅长,副厅,无,本科,8
353,王爱民,9,11/1/1998,3/1/2003,否,否,130000,河北省,130500,邢台市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副厅,副市长（非常委）,本科,9
353,王爱民,10,10/1/1999,10/1/2000,是,否,831268,新加坡,,,,,,学校,80122,南洋理工大学,,商学院,管理经济学专业,学员,副厅,学校,硕士,10
353,王爱民,11,3/1/2001,9/1/2005,是,否,120000,天津市,,,,,,学校,12002,天津大学,,,管理科学与工程专业,学员,正厅,学校,博士,11
353,王爱民,12,10/1/2003,12/1/2003,否,否,130000,河北省,,,,,,政府_国务院,2606,科学技术部/厅/局（科学技术委员会）,,,,厅长,正厅,无,博士,12
353,王爱民,13,12/1/2003,2/1/2004,否,否,130000,河北省,131000,廊坊市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,代市长,正厅,市长,博士,13
353,王爱民,14,2/1/2004,12/1/2011,否,否,130000,河北省,131000,廊坊市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,博士,14
353,王爱民,15,12/1/2011,5/1/2013,否,否,130000,河北省,130500,邢台市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,博士,15
354,张洪义,1,,,否,否,130000,河北省,130500,邢台市,地级市（区）,,任县,政府_国务院,2974,文教局/办公室,,教研室,,副主任,小于副处,无,高中,1
354,张洪义,2,,,否,否,130000,河北省,130500,邢台市,地级市（区）,,任县,党委,1300,党委常委会/政治局 ,,宣传组,,副组长,小于副处,无,高中,2
354,张洪义,3,,,否,否,130000,河北省,130500,邢台市,地级市（区）,,任县,基层组织,3633,苏屯公社,,,,书记,小于副处,无,高中,3
354,张洪义,4,,,否,否,130000,河北省,130500,邢台市,地级市（区）,,任县,党委,1301,党委办公厅 /室,,,,副主任,小于副处,秘书,高中,4
354,张洪义,5,,,否,否,130000,河北省,130500,邢台市,地级市（区）,,任县,政府_国务院,2662,政府/国务院办公厅,,,,副主任,小于副处,秘书,高中,5
354,张洪义,6,9/1/1983,8/1/1985,是,否,130000,河北省,,,,,,学校,81927,河北省委党校,,,,学员,小于副处,学校,专科,6
354,张洪义,7,8/1/1985,12/1/1985,否,否,130000,河北省,130500,邢台市,地级市（区）,,任县,党委,1303,宣传部（党委）,,,,部长,小于副处,无,专科,7
354,张洪义,8,12/1/1985,8/1/1988,否,否,130000,河北省,130500,邢台市,地级市（区）,,任县,政府_国务院,2600,政府/国务院（综合）,,,,县长,正处,无,专科,8
354,张洪义,9,8/1/1988,10/1/1990,否,否,130000,河北省,130500,邢台市,地级市（区）,,宁晋县,政府_国务院,2600,政府/国务院（综合）,,,,县长,正处,无,专科,9
354,张洪义,10,10/1/1990,9/1/1993,否,否,130000,河北省,130500,邢台市,地级市（区）,,威县,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,专科,10
354,张洪义,11,9/1/1993,12/1/1997,否,否,130000,河北省,130500,邢台市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副厅,副市长（非常委）,专科,11
354,张洪义,12,12/1/1997,6/1/2001,否,否,130000,河北省,130500,邢台市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副市长,副厅,副市长（常委）,专科,12
354,张洪义,13,6/1/2001,10/1/2004,否,否,130000,河北省,130500,邢台市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,专科,13
354,张洪义,14,10/1/2004,3/1/2009,否,否,130000,河北省,,,,,,政府_国务院,2783,食品药品监督管理局/食品安全委员会,,,,厅长,正厅,无,专科,14
355,刘大群,1,3/1/1974,10/1/1976,否,否,130000,河北省,130400,邯郸市,地级市（区）,,肥西县,基层组织,3635,西河头堡村,,,,知青,无级别,无,高中,1
355,刘大群,2,10/1/1976,10/1/1978,否,否,130000,河北省,,,,,,地方企业,5744,华北冶金地质勘探公司,,518队,,工人,无级别,无,高中,2
355,刘大群,3,10/1/1978,7/1/1982,是,否,130000,河北省,,,,,,学校,80150,河北农业大学,,农学系,农学专业,学生,无级别,学校,本科,3
355,刘大群,4,7/1/1982,8/1/1985,是,否,110000,北京市,,,,,,学校,80189,中国农业科学院,,作物育种栽培研究所,作物遗传育种专业,学生,无级别,学校,硕士,4
355,刘大群,5,8/1/1985,9/1/1987,是,否,110000,北京市,,,,,,学校,80189,中国农业科学院,,作物育种栽培研究所,,科研人员,无级别,学校,硕士,5
355,刘大群,6,9/1/1987,6/1/1992,是,否,830100,美国,,,,,,学校,80169,明尼苏达大学,,,植物病理专业,学生,无级别,学校,博士,6
355,刘大群,7,6/1/1992,8/1/1995,是,否,830100,美国,,,,,,学校,80169,明尼苏达大学,,,植物病理专业,博士后,无级别,学校,博士,7
355,刘大群,8,8/1/1995,3/1/1997,是,否,130000,河北省,,,,,,学校,80150,河北农业大学,,农学院,,院长,正处,学校,博士,8
355,刘大群,9,3/1/1997,8/1/1999,是,否,130000,河北省,,,,,,学校,80150,河北农业大学,,,,副校长,副厅,学校,博士,9
355,刘大群,10,8/1/1999,9/1/2006,是,否,130000,河北省,,,,,,学校,80150,河北农业大学,,,,校长,正厅,学校,博士,10
355,刘大群,11,3/1/2003,1/1/2004,是,否,840000,中央,,,,,,学校,80001,中央党校,,一年制中青年干部培训班,,学员,正厅,学校,博士,11
355,刘大群,12,6/1/2004,10/1/2008,否,否,130000,河北省,,,,,,行业协会_人民团体,6626,归国华侨联合会,,,,副主席,正厅,无,博士,12
355,刘大群,13,9/1/2006,10/1/2008,否,否,130000,河北省,,,,,,政府_国务院,2620,农业部/厅/局,,,,党组书记,正厅,无,博士,13
355,刘大群,14,10/1/2006,10/1/2008,否,否,130000,河北省,,,,,,政府_国务院,2620,农业部/厅/局,,,,厅长,正厅,无,博士,14
355,刘大群,15,10/1/2008,11/1/2008,否,否,130000,河北省,130500,邢台市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,正厅,市委副书记（专职）,博士,15
355,刘大群,16,11/1/2008,1/1/2009,否,否,130000,河北省,130500,邢台市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,代市长,正厅,市长,博士,16
355,刘大群,17,1/1/2009,2/1/2013,否,否,130000,河北省,130500,邢台市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,博士,17
355,刘大群,18,2/1/2013,7/1/2015,否,否,130000,河北省,,,,,,党委,1363,农村工作部,,,,部长,正厅,无,博士,18
356,刘德忠,1,9/1/1964,9/1/1967,是,否,130000,河北省,130700,张家口市,地级市（区）,,,学校,80186,张家口农业专科学校,,,畜牧兽医专业,学生,无级别,学校,专科,1
356,刘德忠,2,9/1/1967,5/31/1968,是,否,130000,河北省,130700,张家口市,地级市（区）,,,学校,80186,张家口农业专科学校,,,,待分配,无级别,学校,专科,2
356,刘德忠,3,6/1/1968,1/1/1970,否,否,130000,河北省,,,,,,军队,7006,北京军区,,三十八军,一百一十三师,锻炼,无级别,军队,专科,3
356,刘德忠,4,1/1/1970,1/1/1977,否,否,130000,河北省,130600,保定市,地级市（区）,,雄县,基层组织,3628,农林水电站,,,,工作,小于副处,无,专科,4
356,刘德忠,5,1/1/1970,1/1/1977,否,否,130000,河北省,130600,保定市,地级市（区）,,雄县,政府_国务院,2932,农林部/厅/局,,,,科员,小于副处,无,专科,5
356,刘德忠,6,1/1/1977,1/1/1983,否,否,130000,河北省,130600,保定市,地级市（区）,,雄县,党委,1301,党委办公厅 /室,,,,干事,小于副处,秘书,专科,6
356,刘德忠,7,1/1/1977,1/1/1983,否,否,130000,河北省,130600,保定市,地级市（区）,,雄县,党委,1301,党委办公厅 /室,,,,副主任,小于副处,秘书,专科,7
356,刘德忠,8,1/1/1977,3/1/1983,否,否,130000,河北省,130600,保定市,地级市（区）,,雄县,党委,1307,党委政策研究室,,,,主任,小于副处,秘书,专科,8
356,刘德忠,9,3/1/1983,3/1/1984,否,否,130000,河北省,130600,保定市,地级市（区）,,雄县,党委,1300,党委常委会/政治局 ,,,,副书记,副处,无,专科,9
356,刘德忠,10,3/1/1984,3/1/1986,否,否,130000,河北省,130600,保定市,地级市（区）,,新城县,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,专科,10
356,刘德忠,11,3/1/1986,3/1/1991,否,否,130000,河北省,130600,保定市,地级市（区）,,清苑县,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,专科,11
356,刘德忠,12,3/1/1991,6/1/1994,否,否,130000,河北省,131100,衡水市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,副专员,副厅,副市长（非常委）,专科,12
356,刘德忠,13,6/1/1994,12/1/1994,否,否,130000,河北省,131100,衡水市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,常务副专员,副厅,副市长（常委）,专科,13
356,刘德忠,14,12/1/1994,5/1/1996,否,否,130000,河北省,131100,衡水市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,副书记,副厅,市委副书记（专职）,专科,14
356,刘德忠,15,12/1/1994,5/1/1996,否,否,130000,河北省,131100,衡水市,地级市（区）,,,党委,1302,组织部 （党委）,,,,部长,副厅,市组织部长,专科,15
356,刘德忠,16,5/1/1996,6/1/1996,否,否,130000,河北省,131100,衡水市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,专员,正厅,市长,专科,16
356,刘德忠,17,6/1/1996,10/1/1996,否,否,130000,河北省,131100,衡水市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,专科,17
356,刘德忠,18,1/1/1997,12/1/2002,否,否,130000,河北省,131100,衡水市,地级市（区）,,,党委,1300,党委常委会/政治局 ,,,,书记,正厅,市委书记,专科,18
356,刘德忠,19,1/1/2003,1/1/2008,否,否,130000,河北省,,,,,,政协,1100,政协常委会,,,,副主席,副部,无,专科,19
357,李俊渠,1,10/1/1969,12/1/1972,否,否,130000,河北省,130500,邢台市,地级市（区）,,,地方企业,5767,邢台冶金机械厂,,,,职工,小于副处,无,高中,1
357,李俊渠,2,12/1/1972,4/1/1978,否,否,130000,河北省,,,,,,军队,7006,北京军区,,通讯训练大队,,学习,小于副处,军队,高中,2
357,李俊渠,3,4/1/1978,3/1/1983,否,否,130000,河北省,130500,邢台市,地级市（区）,,,政府_国务院,3151,农业机械局,,办公室,,科员,小于副处,无,高中,3
357,李俊渠,4,4/1/1978,3/1/1983,否,否,130000,河北省,130500,邢台市,地级市（区）,,,政府_国务院,3151,农业机械局,,财务科,,科员,小于副处,无,高中,4
357,李俊渠,5,3/1/1983,7/1/1985,否,否,130000,河北省,130100,石家庄市,地级市（区）,,,政府_国务院,2627,机械工业（第一机械）部 /厅/局,,工会,,副主席,副处,无,高中,5
357,李俊渠,6,7/1/1985,11/1/1989,否,否,130000,河北省,130100,石家庄市,地级市（区）,,元氏县,党委,1302,组织部 （党委）,,,,部长,副处,无,高中,6
357,李俊渠,7,7/1/1988,11/1/1989,否,否,130000,河北省,130100,石家庄市,地级市（区）,,元氏县,党委,1300,党委常委会/政治局 ,,,,副书记,副处,无,高中,7
357,李俊渠,8,11/1/1989,1/1/1992,否,否,130000,河北省,130100,石家庄市,地级市（区）,,元氏县,政府_国务院,2600,政府/国务院（综合）,,,,县长,正处,无,高中,8
357,李俊渠,9,1/1/1992,8/1/1994,否,否,130000,河北省,130100,石家庄市,地级市（区）,,元氏县,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,高中,9
357,李俊渠,10,2/1/1993,7/1/1993,是,否,840000,中央,,,,,,学校,80001,中央党校,,进修学院,经济管理专业,学员,正处,学校,高中,10
357,李俊渠,11,9/1/1993,12/1/1995,是,否,840000,中央,,,,,,学校,80001,中央党校,,函授学院,经济管理专业,学员,正处,学校,本科,11
357,李俊渠,12,8/1/1994,2/1/1996,否,否,130000,河北省,130100,石家庄市,地级市（区）,,市郊区,党委,1300,党委常委会/政治局 ,,,,书记,正处,无,本科,12
357,李俊渠,13,9/1/1996,9/1/1997,是,否,840000,中央,,,,,,学校,80001,中央党校,,中青年干部培训班,,学员,正厅,学校,本科,13
357,李俊渠,14,9/1/1996,7/1/1999,是,否,840000,中央,,,,,,学校,80001,中央党校,,在职研究生班,法学专业,学员,正厅,学校,硕士,14
357,李俊渠,15,12/1/1997,2/1/1998,否,否,130000,河北省,131100,衡水市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,代市长,正厅,市长,硕士,15
357,李俊渠,16,2/1/1998,1/1/2003,否,否,130000,河北省,131100,衡水市,地级市（区）,,,政府_国务院,2600,政府/国务院（综合）,,,,市长,正厅,市长,硕士,16
